	LNR	Cluster_ID
628	32269	6.0
629	31875	1.0
630	31880	3.0
631	32183	9.0
632	32190	3.0
633	31951	3.0
634	31955	5.0
635	32241	5.0
636	32247	9.0
637	32258	9.0
638	31667	10.0
639	31994	3.0
640	31684	3.0
641	32006	7.0
642	32010	9.0
643	32012	3.0
644	32020	2.0
645	31726	9.0
646	32040	9.0
647	32041	3.0
648	32052	3.0
649	32055	1.0
650	32058	3.0
651	31746	5.0
652	31754	10.0
653	44981	10.0
654	44992	3.0
655	45319	10.0
656	41147	3.0
657	41784	9.0
658	41793	9.0
659	43068	9.0
660	43384	9.0
661	43400	5.0
662	43710	10.0
663	44035	3.0
664	44348	5.0
665	44359	10.0
666	44669	2.0
667	44673	3.0
668	44678	0.0
669	25144	8.0
670	24848	3.0
671	25174	7.0
672	25176	3.0
673	25489	3.0
674	25493	3.0
675	25819	3.0
676	25822	9.0
677	25521	7.0
678	25524	8.0
679	25531	3.0
680	25532	2.0
681	25838	10.0
682	25537	10.0
683	25959	3.0
684	25573	10.0
685	34737	9.0
686	34742	10.0
687	34182	9.0
688	34191	5.0
689	34204	10.0
690	34212	5.0
691	34541	7.0
692	34543	9.0
693	34244	5.0
694	34251	10.0
695	34598	3.0
696	34952	3.0
697	34956	7.0
698	35296	3.0
699	34965	7.0
700	35303	3.0
701	35306	3.0
702	35309	3.0
703	35314	3.0
704	35315	1.0
705	35317	10.0
706	34980	3.0
707	34993	2.0
708	34999	3.0
709	35334	10.0
710	35018	6.0
711	35427	6.0
712	35041	9.0
713	35053	3.0
714	35059	10.0
715	35396	2.0
716	35088	9.0
717	35097	3.0
718	35113	7.0
719	34803	10.0
720	35121	9.0
721	34825	6.0
722	21740	3.0
723	21743	9.0
724	21753	7.0
725	21756	10.0
726	21761	10.0
727	21773	5.0
728	22182	9.0
729	22191	10.0
730	21786	10.0
731	21795	2.0
732	22085	9.0
733	21804	10.0
734	21805	9.0
735	21824	3.0
736	21842	5.0
737	21853	7.0
738	21854	3.0
739	22152	3.0
740	21890	9.0
741	21914	3.0
742	21613	3.0
743	21615	7.0
744	21617	3.0
745	21927	10.0
746	21951	2.0
747	21954	10.0
748	21653	3.0
749	21972	9.0
750	21669	5.0
751	22009	6.0
752	22667	9.0
753	22669	10.0
754	22676	7.0
755	31535	5.0
756	31200	8.0
757	31215	9.0
758	31549	3.0
759	31229	10.0
760	31645	3.0
761	31658	10.0
762	31251	9.0
763	31563	10.0
764	31565	8.0
765	31271	5.0
766	31275	3.0
767	31594	10.0
768	31290	10.0
769	31605	3.0
770	31309	2.0
771	31633	10.0
772	31635	1.0
773	31324	10.0
774	31347	3.0
775	31351	3.0
776	31052	8.0
777	31053	7.0
778	31360	3.0
779	31370	7.0
780	31384	6.0
781	31083	7.0
782	31087	5.0
783	31089	7.0
784	31403	3.0
785	31408	10.0
786	12860	7.0
787	12867	5.0
788	13849	10.0
789	13856	9.0
790	13857	6.0
791	13527	9.0
792	13535	3.0
793	13870	10.0
794	13553	5.0
795	13563	7.0
796	13899	3.0
797	13900	3.0
798	13911	3.0
799	13917	6.0
800	14000	6.0
801	13601	3.0
802	13612	2.0
803	13618	10.0
804	13926	10.0
805	13636	9.0
806	13950	6.0
807	13647	10.0
808	13671	8.0
809	13677	7.0
810	13990	10.0
811	13699	7.0
812	13414	0.0
813	13417	10.0
814	13466	7.0
815	13474	7.0
816	13475	9.0
817	13790	7.0
818	13791	5.0
819	13480	3.0
820	13496	6.0
821	13819	4.0
822	13835	5.0
823	14152	7.0
824	14476	6.0
825	14161	5.0
826	14164	5.0
827	14479	3.0
828	14481	9.0
829	14493	5.0
830	14618	8.0
831	14518	10.0
832	14532	3.0
833	14248	3.0
834	14249	3.0
835	14262	7.0
836	14559	9.0
837	14565	3.0
838	14285	9.0
839	14290	3.0
840	14578	9.0
841	14596	7.0
842	3509	5.0
843	3517	1.0
844	3844	7.0
845	3850	7.0
846	3851	7.0
847	3852	5.0
848	3859	7.0
849	3548	9.0
850	3862	10.0
851	3865	9.0
852	3895	10.0
853	3587	7.0
854	3913	8.0
855	3918	7.0
856	3920	7.0
857	3618	7.0
858	3307	8.0
859	3312	3.0
860	3642	7.0
861	3651	7.0
862	3347	4.0
863	3359	4.0
864	3660	9.0
865	3372	7.0
866	3374	3.0
867	3384	7.0
868	3387	7.0
869	3701	10.0
870	3707	9.0
871	3409	6.0
872	3417	10.0
873	3428	7.0
874	3749	3.0
875	3753	10.0
876	4063	8.0
877	4068	10.0
878	4416	7.0
879	4111	3.0
880	4432	3.0
881	4133	2.0
882	4548	7.0
883	4143	10.0
884	4153	7.0
885	4457	3.0
886	4459	8.0
887	4462	7.0
888	4477	10.0
889	4181	10.0
890	4496	10.0
891	4203	2.0
892	4213	7.0
893	4503	4.0
894	4510	7.0
895	4236	3.0
896	4243	0.0
897	4255	7.0
898	4279	10.0
899	3965	7.0
900	3973	2.0
901	3980	9.0
902	4291	2.0
903	4309	9.0
904	5464	10.0
905	5781	10.0
906	5789	4.0
907	5791	7.0
908	14050	9.0
909	14369	2.0
910	14066	7.0
911	14073	9.0
912	14074	8.0
913	14382	9.0
914	14394	9.0
915	14406	2.0
916	14435	5.0
917	14438	9.0
918	14440	2.0
919	15135	7.0
920	14800	7.0
921	14802	10.0
922	14806	2.0
923	14808	7.0
924	14810	10.0
925	14811	7.0
926	14812	7.0
927	14813	6.0
928	15156	10.0
929	15157	6.0
930	14827	7.0
931	14835	3.0
932	14851	5.0
933	14865	7.0
934	14869	3.0
935	14870	9.0
936	14872	2.0
937	14875	5.0
938	15181	3.0
939	15196	9.0
940	15197	6.0
941	14880	7.0
942	14901	3.0
943	15233	7.0
944	15249	2.0
945	15255	9.0
946	14643	9.0
947	14963	2.0
948	14968	2.0
949	14683	3.0
950	14684	8.0
951	14687	3.0
952	15015	7.0
953	14703	9.0
954	14711	10.0
955	14732	6.0
956	15051	7.0
957	14760	7.0
958	14776	1.0
959	15081	10.0
960	15082	7.0
961	15091	10.0
962	15412	3.0
963	15416	3.0
964	15730	7.0
965	15734	7.0
966	15423	8.0
967	15737	6.0
968	15454	6.0
969	2172	6.0
970	2482	8.0
971	2803	8.0
972	2810	9.0
973	3131	7.0
974	3134	9.0
975	2829	7.0
976	3140	3.0
977	3148	5.0
978	3161	6.0
979	3169	3.0
980	3291	3.0
981	2897	9.0
982	3189	3.0
983	2914	7.0
984	3212	4.0
985	3216	9.0
986	3219	10.0
987	2927	5.0
988	3224	7.0
989	3247	10.0
990	3258	9.0
991	3259	3.0
992	3267	7.0
993	3272	8.0
994	3274	7.0
995	2994	5.0
996	2689	10.0
997	2699	3.0
998	3010	2.0
999	3020	9.0
1000	3030	2.0
1001	3039	3.0
1002	2733	3.0
1003	3055	10.0
1004	2759	3.0
1005	3062	10.0
1006	2774	7.0
1007	2775	10.0
1008	3092	10.0
1009	3093	6.0
1010	2790	3.0
1011	2795	9.0
1012	3442	7.0
1013	3449	9.0
1014	12320	9.0
1015	12321	3.0
1016	12324	5.0
1017	12664	9.0
1018	12671	10.0
1019	12376	2.0
1020	12401	8.0
1021	12422	9.0
1022	12454	3.0
1023	12456	5.0
1024	77876	5.0
1025	78508	10.0
1026	78830	3.0
1027	79139	6.0
1028	79147	10.0
1029	79154	10.0
1030	79780	10.0
1031	79789	10.0
1032	80427	7.0
1033	80432	3.0
1034	80746	2.0
1035	81380	10.0
1036	77238	7.0
1037	77561	9.0
1038	78208	10.0
1039	78215	8.0
1040	78216	10.0
1041	78851	10.0
1042	79159	7.0
1043	79170	5.0
1044	79175	10.0
1045	79481	10.0
1046	79484	3.0
1047	79487	7.0
1048	79497	9.0
1049	79809	10.0
1050	80127	10.0
1051	80131	10.0
1052	81092	10.0
1053	81413	3.0
1054	76617	3.0
1055	76945	3.0
1056	76948	10.0
1057	77264	7.0
1058	77270	7.0
1059	77271	3.0
1060	77273	10.0
1061	2269	9.0
1062	2582	2.0
1063	2591	5.0
1064	2293	10.0
1065	2313	3.0
1066	2327	10.0
1067	2330	9.0
1068	2652	10.0
1069	2343	7.0
1070	2359	9.0
1071	2040	2.0
1072	2048	6.0
1073	2049	3.0
1074	2365	9.0
1075	2384	9.0
1076	2387	7.0
1077	2397	2.0
1078	2092	7.0
1079	2093	3.0
1080	2409	2.0
1081	2112	3.0
1082	2121	3.0
1083	2447	10.0
1084	2140	7.0
1085	2149	9.0
1086	2153	10.0
1087	66679	9.0
1088	66686	7.0
1089	66691	7.0
1090	67325	3.0
1091	67652	5.0
1092	67959	10.0
1093	67960	7.0
1094	57462	3.0
1095	57466	9.0
1096	57786	9.0
1097	58107	10.0
1098	58417	10.0
1099	58741	3.0
1100	59062	10.0
1101	59372	7.0
1102	60347	10.0
1103	60652	7.0
1104	56191	3.0
1105	56200	5.0
1106	56204	3.0
1107	56207	3.0
1108	56839	2.0
1109	57153	10.0
1110	57159	3.0
1111	57477	5.0
1112	57484	10.0
1113	57801	3.0
1114	58440	3.0
1115	58769	9.0
1116	59072	9.0
1117	59083	7.0
1118	59398	9.0
1119	59403	10.0
1120	59711	9.0
1121	59727	3.0
1122	60030	5.0
1123	60358	3.0
1124	60674	5.0
1125	60675	2.0
1126	60682	7.0
1127	60685	2.0
1128	56228	2.0
1129	56532	2.0
1130	56541	3.0
1131	57175	2.0
1132	57492	3.0
1133	57499	5.0
1134	57510	9.0
1135	57816	7.0
1136	57820	3.0
1137	57828	10.0
1138	58143	3.0
1139	58452	9.0
1140	59104	10.0
1141	59107	9.0
1142	59414	7.0
1143	59420	3.0
1144	59740	10.0
1145	59743	6.0
1146	60058	7.0
1147	60064	3.0
1148	65488	9.0
1149	65798	3.0
1150	70512	9.0
1151	32455	3.0
1152	32467	3.0
1153	32477	9.0
1154	32809	3.0
1155	32903	3.0
1156	32906	3.0
1157	32821	2.0
1158	32533	9.0
1159	32535	3.0
1160	32538	9.0
1161	32843	3.0
1162	32856	10.0
1163	32858	3.0
1164	32566	5.0
1165	32583	10.0
1166	32604	3.0
1167	32315	3.0
1168	32625	1.0
1169	32323	10.0
1170	32327	10.0
1171	32645	2.0
1172	32650	7.0
1173	32344	10.0
1174	32351	9.0
1175	32356	3.0
1176	32368	9.0
1177	32379	2.0
1178	32701	2.0
1179	32728	6.0
1180	32732	3.0
1181	33376	3.0
1182	33078	9.0
1183	33384	9.0
1184	33400	9.0
1185	33112	3.0
1186	33520	3.0
1187	33529	3.0
1188	33536	3.0
1189	33124	5.0
1190	33135	5.0
1191	33138	7.0
1192	33149	6.0
1193	33452	9.0
1194	33161	3.0
1195	33192	10.0
1196	33196	3.0
1197	33210	9.0
1198	32924	5.0
1199	32931	9.0
1200	33246	3.0
1201	41533	3.0
1202	41538	3.0
1203	42161	1.0
1204	42492	9.0
1205	43136	9.0
1206	43766	9.0
1207	43777	7.0
1208	44082	7.0
1209	44088	3.0
1210	44408	10.0
1211	44413	4.0
1212	44733	10.0
1213	45386	7.0
1214	40891	9.0
1215	40892	3.0
1216	40896	9.0
1217	40906	10.0
1218	41224	3.0
1219	42195	2.0
1220	42197	3.0
1221	42198	3.0
1222	42199	10.0
1223	42502	9.0
1224	42504	5.0
1225	42514	5.0
1226	42832	3.0
1227	43153	3.0
1228	43154	9.0
1229	43465	3.0
1230	43466	9.0
1231	43478	3.0
1232	43785	2.0
1233	44105	9.0
1234	44443	3.0
1235	44758	9.0
1236	44766	10.0
1237	44767	3.0
1238	45076	7.0
1239	40590	9.0
1240	40913	10.0
1241	41238	10.0
1242	41252	9.0
1243	41564	3.0
1244	42526	4.0
1245	42530	3.0
1246	42538	10.0
1247	42847	3.0
1248	43163	9.0
1249	44132	9.0
1250	44452	5.0
1251	44467	5.0
1252	44778	8.0
1253	44779	10.0
1254	40607	10.0
1255	40935	2.0
1256	40939	10.0
1257	41258	10.0
1258	41261	3.0
1259	41271	9.0
1260	41913	10.0
1261	42232	9.0
1262	42552	3.0
1263	43183	9.0
1264	69952	10.0
1265	70259	9.0
1266	70263	3.0
1267	75695	9.0
1268	76015	7.0
1269	76320	5.0
1270	76323	3.0
1271	76326	3.0
1272	71537	9.0
1273	71549	3.0
1274	73149	7.0
1275	73462	6.0
1276	73475	3.0
1277	74097	10.0
1278	74740	6.0
1279	75394	5.0
1280	75716	10.0
1281	76022	2.0
1282	76028	6.0
1283	76342	10.0
1284	76349	10.0
1285	76350	2.0
1286	76352	3.0
1287	71881	9.0
1288	71884	9.0
1289	72203	6.0
1290	72517	10.0
1291	72837	6.0
1292	72847	2.0
1293	72855	3.0
1294	73156	8.0
1295	73487	3.0
1296	73488	6.0
1297	73492	7.0
1298	73494	8.0
1299	73801	3.0
1300	73805	10.0
1301	73811	8.0
1302	74454	7.0
1303	75727	7.0
1304	76045	5.0
1305	76050	6.0
1306	76358	3.0
1307	76361	7.0
1308	76366	7.0
1309	76370	9.0
1310	76373	10.0
1311	71593	7.0
1312	71907	9.0
1313	71913	10.0
1314	72215	5.0
1315	72231	3.0
1316	72863	6.0
1317	73182	7.0
1318	73192	9.0
1319	73511	10.0
1320	73819	6.0
1321	74151	3.0
1322	74780	9.0
1323	75421	9.0
1324	22775	10.0
1325	22467	3.0
1326	22471	2.0
1327	22478	7.0
1328	22783	3.0
1329	22786	10.0
1330	22793	9.0
1331	22794	2.0
1332	22802	9.0
1333	22805	9.0
1334	22517	3.0
1335	22234	5.0
1336	22248	6.0
1337	22569	10.0
1338	22272	3.0
1339	22585	6.0
1340	22289	10.0
1341	22304	3.0
1342	22626	5.0
1343	22332	1.0
1344	22960	0.0
1345	23289	3.0
1346	23290	9.0
1347	22979	3.0
1348	22983	7.0
1349	22990	5.0
1350	23304	9.0
1351	23314	10.0
1352	23009	9.0
1353	23018	3.0
1354	23329	2.0
1355	23031	5.0
1356	23443	8.0
1357	23446	9.0
1358	23447	9.0
1359	23044	9.0
1360	23358	5.0
1361	23068	9.0
1362	23376	3.0
1363	23089	10.0
1364	23123	10.0
1365	23135	2.0
1366	23423	3.0
1367	23430	7.0
1368	23158	9.0
1369	22841	2.0
1370	22889	9.0
1371	31762	9.0
1372	31769	9.0
1373	32085	9.0
1374	32742	2.0
1375	32752	9.0
1376	32425	3.0
1377	32765	3.0
1378	45003	5.0
1379	40523	9.0
1380	40835	10.0
1381	40844	2.0
1382	42123	9.0
1383	42124	3.0
1384	42763	9.0
1385	42781	3.0
1386	43416	9.0
1387	43722	9.0
1388	43725	9.0
1389	44051	5.0
1390	44698	10.0
1391	44708	3.0
1392	45348	5.0
1393	40541	8.0
1394	40856	10.0
1395	41178	1.0
1396	41186	9.0
1397	41505	3.0
1398	41825	10.0
1399	41835	3.0
1400	42149	3.0
1401	42786	10.0
1402	42791	10.0
1403	43424	7.0
1404	44064	3.0
1405	44065	5.0
1406	44389	5.0
1407	44717	10.0
1408	40557	9.0
1409	40560	10.0
1410	41524	9.0
1411	54663	8.0
1412	54980	3.0
1413	54985	7.0
1414	55305	1.0
1415	55614	9.0
1416	55620	9.0
1417	55623	3.0
1418	55938	9.0
1419	51119	6.0
1420	51449	10.0
1421	52099	3.0
1422	52740	2.0
1423	53390	9.0
1424	53401	10.0
1425	53708	5.0
1426	54024	3.0
1427	54356	3.0
1428	55310	3.0
1429	55316	9.0
1430	55327	3.0
1431	55649	9.0
1432	55956	10.0
1433	51148	2.0
1434	51471	6.0
1435	51790	7.0
1436	52131	5.0
1437	52449	5.0
1438	52761	2.0
1439	53083	8.0
1440	53096	9.0
1441	53403	10.0
1442	53408	10.0
1443	53728	3.0
1444	54046	2.0
1445	54057	3.0
1446	54370	3.0
1447	54372	2.0
1448	54379	0.0
1449	54688	5.0
1450	54689	10.0
1451	55339	3.0
1452	55653	3.0
1453	51154	7.0
1454	51155	9.0
1455	51482	10.0
1456	51494	10.0
1457	52133	5.0
1458	53119	7.0
1459	53752	3.0
1460	54077	3.0
1461	54393	7.0
1462	55354	3.0
1463	55679	10.0
1464	55687	7.0
1465	51188	8.0
1466	66128	7.0
1467	61990	8.0
1468	61991	6.0
1469	62628	10.0
1470	62630	6.0
1471	62934	6.0
1472	62935	7.0
1473	62937	10.0
1474	62951	7.0
1475	64219	3.0
1476	64549	10.0
1477	64857	7.0
1478	65495	10.0
1479	65496	3.0
1480	65817	10.0
1481	65820	6.0
1482	66142	1.0
1483	66152	9.0
1484	61357	8.0
1485	61998	10.0
1486	62011	7.0
1487	62956	3.0
1488	63290	3.0
1489	63605	7.0
1490	63607	3.0
1491	64566	0.0
1492	64568	7.0
1493	64883	10.0
1494	61374	7.0
1495	61390	7.0
1496	62027	9.0
